Sales Register-Itemwise
Date Range: ,From 15/12/2025 to 15/12/2025
Category: ,"All"
Sub Category: ,"All"
Product: ,"All"
UOM: ,"BASE UOM"
DS Type: ,"All"
Salesman: ,"All"
Beat: ,"All"
TL: ,"All"
Transaction Type: ,"All"
"Cagetory","Sub Category","Market SKU","Item Code","Item Name","Batch","PKD","Expiry","UOM","Invoice Qty","Sales Return Qty","MRP Per Pack","Goods Value","Gross Amount","Total Discount","Tax Group Amount","Total","HSNCode","Invoice No.","Sales Return","Invoice / SR  Date","Outlet ID","Outlet Name","Channel Type","Outlet Type","Loyalty Program","RCS ID","UID","DS Id","DS Name","DS Type","Beat","TL Id","TL Name","TL Type"
"01 CIGARETTE","REGULAR SIZE","GFPRFT10","3607","GFLAKE PRM FT 10BE NPCT-FFT2_3607","5B2250378V","25/11/2025","01/01/2099","M_S","29.0000","0.0000","95.0000","127215.1700","122279.2214","4935.9486","120015.1431","242294.3645","24022040","I/25-26/055267","","15/12/2025","347SD002154","Rajnish Retail Limited","Town Wholesale","Exclusive FMCG","SWD Others","181203477428","C20220002468246","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPRFT10","3607","GFLAKE PRM FT 10BE NPCT-FFT2_3607","7B2250779U-2-160216","05/11/2025","01/01/2099","M_S","31.0000","0.0000","95.0000","135988.6300","130712.2712","5276.3588","128292.0496","259004.3208","24022040","I/25-26/055267","","15/12/2025","347SD002154","Rajnish Retail Limited","Town Wholesale","Exclusive FMCG","SWD Others","181203477428","C20220002468246","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPRFT10","3607","GFLAKE PRM FT 10BE NPCT-FFT2_3607","5B2250378V","25/11/2025","01/01/2099","M_S","60.0000","0.0000","95.0000","263203.8000","252991.4926","10212.3074","248307.1926","501298.6852","24022040","I/25-26/055268","","15/12/2025","347SD002154","Rajnish Retail Limited","Town Wholesale","Exclusive FMCG","SWD Others","181203477428","C20220002468246","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","KING SIZE","GFFTK10","3785","GFK RED NBUNDLE+NPCT1-PI 10RC_3785","5H1250165U","04/11/2025","01/01/2099","M_S","16.6000","0.0000","170.0000","114942.8820","110138.2695","4804.6125","139710.4924","249848.7619","24022090","I/25-26/055269","","15/12/2025","347SD002154","Rajnish Retail Limited","Town Wholesale","Exclusive FMCG","SWD Others","181203477428","C20220002468246","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","KING SIZE","GFFTKBLUE10","3787","GFK BLUE NBUNDLE+NPCT1-PI 10BE_3787","5H3250088V","30/11/2025","01/01/2099","M_S","10.0000","0.0000","170.0000","69242.7000","66348.3551","2894.3449","84162.9472","150511.3023","24022090","I/25-26/055269","","15/12/2025","347SD002154","Rajnish Retail Limited","Town Wholesale","Exclusive FMCG","SWD Others","181203477428","C20220002468246","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","Delux size Filter","BRSPLDSFT10","3731","BRISTOL SPL FT NPCT-10BE-FFT_3731","591250058V","21/11/2025","01/01/2099","M_S","24.0000","0.0000","70.0000","77110.5600","74118.6703","2991.8897","74283.1611","148401.8314","24022030","I/25-26/055270","","15/12/2025","347SD002154","Rajnish Retail Limited","Town Wholesale","Exclusive FMCG","SWD Others","181203477428","C20220002468246","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","NCDELUXEFT10","4382","NC DLX FT 10BE(MD+NPCT)-FFT-MH_4382","7B8250065T","31/10/2025","01/01/2099","M_S","6.6000","0.0000","95.0000","28952.4180","27829.0642","1123.3538","27313.7912","55142.8554","24022040","I/25-26/055270","","15/12/2025","347SD002154","Rajnish Retail Limited","Town Wholesale","Exclusive FMCG","SWD Others","181203477428","C20220002468246","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","NCDELUXEFT10","4382","NC DLX FT 10BE(MD+NPCT)-FFT-MH_4382","7B8250065T-2-160216","31/10/2025","01/01/2099","M_S","5.4000","0.0000","95.0000","23688.3420","22769.2343","919.1077","22347.6473","45116.8816","24022040","I/25-26/055270","","15/12/2025","347SD002154","Rajnish Retail Limited","Town Wholesale","Exclusive FMCG","SWD Others","181203477428","C20220002468246","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","King Size","CLFLKBT10","3049","CLASSIC BT FIRMFT NB -CC 10 BE_3049","5H6250039V","27/11/2025","01/01/2099","M_S","1.6000","0.0000","170.0000","11078.8320","10615.7368","463.0952","13466.0716","24081.8084","24022090","I/25-26/055271","","15/12/2025","347SD002154","Rajnish Retail Limited","Town Wholesale","Exclusive FMCG","SWD Others","181203477428","C20220002468246","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","King Size","CLFLKBT10","3049","CLASSIC BT FIRMFT NB -CC 10 BE_3049","5H6250039V-2-160216","27/11/2025","01/01/2099","M_S","18.4000","0.0000","170.0000","127406.5680","122080.9735","5325.5945","154859.8231","276940.7966","24022090","I/25-26/055271","","15/12/2025","347SD002154","Rajnish Retail Limited","Town Wholesale","Exclusive FMCG","SWD Others","181203477428","C20220002468246","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","King Size","CLASSICICEBURST10","3043","CLASSIC ICE BURST 10M -CC 10BE_3043","569250050V","28/11/2025","01/01/2099","M_S","7.8000","0.0000","170.0000","49292.6460","47232.2134","2060.4326","62754.6166","109986.8300","24022090","I/25-26/055272","","15/12/2025","347SD002154","Rajnish Retail Limited","Town Wholesale","Exclusive FMCG","SWD Others","181203477428","C20220002468246","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","King Size","CLASSICICEBURST10","3043","CLASSIC ICE BURST 10M -CC 10BE_3043","569250050V-1-1602315","28/11/2025","01/01/2099","M_S","4.2000","0.0000","170.0000","26542.1520","25432.6900","1109.4620","33790.9216","59223.6116","24022090","I/25-26/055272","","15/12/2025","347SD002154","Rajnish Retail Limited","Town Wholesale","Exclusive FMCG","SWD Others","181203477428","C20220002468246","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","King Size","CLASSICICEBURST10","3043","CLASSIC ICE BURST 10M -CC 10BE_3043","569250051V","29/11/2025","01/01/2099","M_S","3.0000","0.0000","170.0000","18958.7100","18166.2359","792.4741","24136.3909","42302.6268","24022090","I/25-26/055272","","15/12/2025","347SD002154","Rajnish Retail Limited","Town Wholesale","Exclusive FMCG","SWD Others","181203477428","C20220002468246","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","King Size","CLASSICICEBURST10","3043","CLASSIC ICE BURST 10M -CC 10BE_3043","569250051V","29/11/2025","01/01/2099","M_S","15.0000","0.0000","170.0000","94793.5500","90831.1796","3962.3704","120681.9549","211513.1345","24022090","I/25-26/055273","","15/12/2025","347SD002154","Rajnish Retail Limited","Town Wholesale","Exclusive FMCG","SWD Others","181203477428","C20220002468246","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","Super Kings","CLASSICCONNECTFK20","3692","CLASSIC CONNECT FTK 20RC-10M_3692","7J6250246V-1-2304028","27/11/2025","01/01/2099","M_S","15.0000","0.0000","300.0000","75283.5000","72136.6497","3146.8503","108717.4559","180854.1056","24022090","I/25-26/055274","","15/12/2025","347SD002154","Rajnish Retail Limited","Town Wholesale","Exclusive FMCG","SWD Others","181203477428","C20220002468246","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","Super Kings","CLASSICCONNECTFK20","3692","CLASSIC CONNECT FTK 20RC-10M_3692","7J6250249V","30/11/2025","01/01/2099","M_S","15.0000","0.0000","300.0000","75283.5000","72136.6497","3146.8503","108717.4559","180854.1056","24022090","I/25-26/055274","","15/12/2025","347SD002154","Rajnish Retail Limited","Town Wholesale","Exclusive FMCG","SWD Others","181203477428","C20220002468246","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","KING SIZE","GFFTK10","3756","GFK RED NBUNDLE+NPCT1 10RC_3756","5H1250185W","09/12/2025","01/01/2099","M_S","3.4000","0.0000","170.0000","23542.5180","22558.4407","984.0773","28615.4021","51173.8428","24022090","I/25-26/055275","","15/12/2025","347SD002154","Rajnish Retail Limited","Town Wholesale","Exclusive FMCG","SWD Others","181203477428","C20220002468246","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","KING SIZE","GFFTKBLUE10","3787","GFK BLUE NBUNDLE+NPCT1-PI 10BE_3787","5H3250088V","30/11/2025","01/01/2099","M_S","1.4000","0.0000","170.0000","9693.9780","9288.7697","405.2083","11782.8127","21071.5824","24022090","I/25-26/055275","","15/12/2025","347SD002154","Rajnish Retail Limited","Town Wholesale","Exclusive FMCG","SWD Others","181203477428","C20220002468246","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","KING SIZE","GFFTKBLUE10","3787","GFK BLUE NBUNDLE+NPCT1-PI 10BE_3787","5H3250089W","02/12/2025","01/01/2099","M_S","28.6000","0.0000","170.0000","198034.1220","189756.2957","8277.8263","240706.0293","430462.3250","24022090","I/25-26/055275","","15/12/2025","347SD002154","Rajnish Retail Limited","Town Wholesale","Exclusive FMCG","SWD Others","181203477428","C20220002468246","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","Delux size FIlter","GFSPSTRDSFT10-VAR3","3473","GF SUP ST FT V3-NPCT1 NS 10BE_3473","571250088W","10/12/2025","01/01/2099","M_S","24.0000","0.0000","59.0000","56670.2400","54301.4240","2368.8160","67743.4700","122044.8940","24022030","I/25-26/055276","","15/12/2025","347SD002154","Rajnish Retail Limited","Town Wholesale","Exclusive FMCG","SWD Others","181203477428","C20220002468246","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPRFTBL10","3523","GOLDFLAKE PRMBLUEFT 10BE-NPCT_3523","5B6250021V","18/11/2025","01/01/2099","M_S","36.0000","0.0000","95.0000","157922.2800","151794.8955","6127.3845","148984.3156","300779.2111","24022040","I/25-26/055277","","15/12/2025","347SD002154","Rajnish Retail Limited","Town Wholesale","Exclusive FMCG","SWD Others","181203477428","C20220002468246","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"04 BINGO","TEDHE MEDHE","TMMASALATADKA22","FXT50005TF","TEDHE MEDHE RS.5 MASALA50%EXT_FXT50005TF","J26NOV25","27/11/2025","26/03/2026","KG","0.4368","0.0000","5.0000","99.4296","94.9553","4.4743","4.7478","99.7031","21069099","I/25-26/055148","","15/12/2025","347SD290065","MAHENDRA GEN","Retail","Grocery","Retail Others","180601613565","180601613565","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"22 NOODLES","MAGIC MASALA","MAGICMASALARS10","FN1212TGB","YIPPEE MAGIC MASALA NOODLES51.2GLP_FN1212TGB","A09NOV25","09/11/2025","06/08/2026","KG","1.8432","0.0000","10.0000","314.9640","299.2140","15.7500","14.9608","314.1748","19023010","I/25-26/055148","","15/12/2025","347SD290065","MAHENDRA GEN","Retail","Grocery","Retail Others","180601613565","180601613565","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"50 BREAKFAST CEREALS","BESAN","AS BESAN 500G","FBCBE0500WD","AASHIRVAAD BESAN 500G WEST - MP&GJ_FBCBE0500WD","30B021225","03/12/2025","01/05/2026","KG","10.0000","0.0000","85.0000","982.4000","860.5820","121.8180","43.0292","903.6112","11061090","I/25-26/055148","","15/12/2025","347SD290065","MAHENDRA GEN","Retail","Grocery","Retail Others","180601613565","180601613565","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"22 NOODLES","MAGIC MASALA","MAGICMASALA90","FN1215TG","YIPPEE MAGICMSLNODLES72.6GSPRINKPR_FN1215TG","D22NOV25-1-123201133","22/11/2025","19/08/2026","KG","0.8712","0.0000","15.0000","157.4784","149.6040","7.8744","7.4802","157.0842","19023010","I/25-26/055149","","15/12/2025","347SD290013","SAGAR PROVISION STORES","Retail","Grocery","Retail Others","180601512662","180601512662","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"22 NOODLES","MAGIC MASALA","MAGICMASALARS10","FN1212TGB","YIPPEE MAGIC MASALA NOODLES51.2GLP_FN1212TGB","A09NOV25","09/11/2025","06/08/2026","KG","1.2288","0.0000","10.0000","209.9760","199.4760","10.5000","9.9738","209.4498","19023010","I/25-26/055149","","15/12/2025","347SD290013","SAGAR PROVISION STORES","Retail","Grocery","Retail Others","180601512662","180601512662","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"06 ATTA","WHOLE WHEAT","ASATTAMP1KG","FD2113","AASHIRVAAD SUPERIOR MP ATTA 1KG_FD2113","04B051225","06/12/2025","05/03/2026","KG","6.0000","0.0000","67.0000","338.7012","335.3142","3.3870","16.7658","352.0800","11010000","I/25-26/055150","","15/12/2025","347SD150045","SHRI HARI DHANYA BHANDAR","Retail","Grocery","Retail Class A","180601623875","WMUM-FC-149354","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"22 NOODLES","MAGIC MASALA","MAGICMASALARS10","FN1212TGB","YIPPEE MAGIC MASALA NOODLES51.2GLP_FN1212TGB","A09NOV25","09/11/2025","06/08/2026","KG","4.9152","0.0000","10.0000","839.9040","781.1107","58.7933","39.0556","820.1663","19023010","I/25-26/055150","","15/12/2025","347SD150045","SHRI HARI DHANYA BHANDAR","Retail","Grocery","Retail Class A","180601623875","WMUM-FC-149354","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"50 BREAKFAST CEREALS","BESAN","AS BESAN 500G","FBCBE0500WD","AASHIRVAAD BESAN 500G WEST - MP&GJ_FBCBE0500WD","30B021225","03/12/2025","01/05/2026","KG","3.0000","0.0000","85.0000","294.7200","258.1746","36.5454","12.9088","271.0834","11061090","I/25-26/055150","","15/12/2025","347SD150045","SHRI HARI DHANYA BHANDAR","Retail","Grocery","Retail Class A","180601623875","WMUM-FC-149354","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"22 NOODLES","MAGIC MASALA","MAGICMASALARS10","FN1212TGB","YIPPEE MAGIC MASALA NOODLES51.2GLP_FN1212TGB","A09NOV25","09/11/2025","06/08/2026","KG","1.2288","0.0000","10.0000","209.9760","199.4760","10.5000","9.9738","209.4498","19023010","I/25-26/055151","","15/12/2025","347SD290081","NEW MAHAVIR GEN STORE","Retail","Grocery","Retail Others","180601576909","180601576909","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"50 BREAKFAST CEREALS","BESAN","AS BESAN 500G","FBCBE0500WD","AASHIRVAAD BESAN 500G WEST - MP&GJ_FBCBE0500WD","30B021225","03/12/2025","01/05/2026","KG","3.0000","0.0000","85.0000","294.7200","258.1746","36.5454","12.9088","271.0834","11061090","I/25-26/055151","","15/12/2025","347SD290081","NEW MAHAVIR GEN STORE","Retail","Grocery","Retail Others","180601576909","180601576909","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"06 ATTA","WHOLE WHEAT","ASATTAMP1KG","FD2113","AASHIRVAAD SUPERIOR MP ATTA 1KG_FD2113","04B051225","06/12/2025","05/03/2026","KG","10.0000","0.0000","67.0000","564.5020","558.8570","5.6450","27.9428","586.7998","11010000","I/25-26/055152","","15/12/2025","347SD850198","KANCHAN S/M","Retail","Grocery","Retail Class A","180601739681","WMUM-FC-149446","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"06 ATTA","WHOLE WHEAT","ASATTAMP5KG","FH2112","AASHIRVAAD SUPERIOR MP ATTA 5KG_FH2112","04A051225","05/12/2025","05/03/2026","KG","5.0000","0.0000","314.0000","253.3101","250.7770","2.5331","12.5388","263.3158","11010000","I/25-26/055152","","15/12/2025","347SD850198","KANCHAN S/M","Retail","Grocery","Retail Class A","180601739681","WMUM-FC-149446","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"06 ATTA","WHOLE WHEAT","ASATTAMP5KG","FH2112","AASHIRVAAD SUPERIOR MP ATTA 5KG_FH2112","04A061225","06/12/2025","06/03/2026","KG","15.0000","0.0000","314.0000","759.9303","752.3310","7.5993","37.6166","789.9476","11010000","I/25-26/055152","","15/12/2025","347SD850198","KANCHAN S/M","Retail","Grocery","Retail Class A","180601739681","WMUM-FC-149446","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"50 BREAKFAST CEREALS","BESAN","AS BESAN 500G","FBCBE0500WD","AASHIRVAAD BESAN 500G WEST - MP&GJ_FBCBE0500WD","30B021225","03/12/2025","01/05/2026","KG","3.0000","0.0000","85.0000","294.7200","258.1746","36.5454","12.9088","271.0834","11061090","I/25-26/055152","","15/12/2025","347SD850198","KANCHAN S/M","Retail","Grocery","Retail Class A","180601739681","WMUM-FC-149446","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"22 NOODLES","MAGIC MASALA","MAGICMASALARS10","FN1212TGB","YIPPEE MAGIC MASALA NOODLES51.2GLP_FN1212TGB","A09NOV25","09/11/2025","06/08/2026","KG","1.8432","0.0000","10.0000","314.9640","299.2140","15.7500","14.9608","314.1748","19023010","I/25-26/055153","","15/12/2025","347SD440020","SHREYA KIRANA","Retail","Grocery","Retail Others","180601602655","C20220004535863","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"04 BINGO","MAD ANGLES","MA ACH MASTI RS10","FXM10010TA","MAD ANGLES RS.10 ACHAARI_FXM10010TA","X22NOV2545304","22/11/2025","21/05/2026","KG","0.3840","0.0000","10.0000","102.8580","92.1608","10.6972","4.6080","96.7688","21069099","I/25-26/055154","","15/12/2025","347SD250068","ICE CREAM WORD","Retail","Grocery","Retail Class A","180601575655","WMUM-FC-149370","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"04 BINGO","MAD ANGLES","MA MAS MADNESSRS10","FXM30010TA","MAD ANGLES RS 10 MASALA_FXM30010TA","B15NOV25","15/11/2025","14/05/2026","KG","0.3840","0.0000","10.0000","102.8580","92.1608","10.6972","4.6080","96.7688","21069099","I/25-26/055154","","15/12/2025","347SD250068","ICE CREAM WORD","Retail","Grocery","Retail Class A","180601575655","WMUM-FC-149370","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"04 BINGO","MAD ANGLES","MA PERI PERI RS10","FXM50010TA","MAD ANGLES RS 10 PERI PERI_FXM50010TA","B28NOV25","29/11/2025","27/05/2026","KG","0.3840","0.0000","10.0000","102.8580","92.1608","10.6972","4.6080","96.7688","21069099","I/25-26/055154","","15/12/2025","347SD250068","ICE CREAM WORD","Retail","Grocery","Retail Class A","180601575655","WMUM-FC-149370","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"04 BINGO","MAD ANGLES","MA PIZZA RS10","FXM80010TA","MAD ANGLES RS.10 PIZZA_FXM80010TA","QE12NOV25","13/11/2025","25/03/2026","KG","0.3840","0.0000","10.0000","102.8580","92.1608","10.6972","4.6080","96.7688","21069099","I/25-26/055154","","15/12/2025","347SD250068","ICE CREAM WORD","Retail","Grocery","Retail Class A","180601575655","WMUM-FC-149370","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"04 BINGO","MAD ANGLES","MA RED ALERT RS10","FXM90010","MAD ANGLES RS.10 RED ALERT_FXM90010","B05SEP25","05/09/2025","04/03/2026","KG","0.3600","0.0000","10.0000","96.2328","86.2246","10.0082","4.3112","90.5358","21069099","I/25-26/055154","","15/12/2025","347SD250068","ICE CREAM WORD","Retail","Grocery","Retail Class A","180601575655","WMUM-FC-149370","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"04 BINGO","MAD ANGLES","MA TOM MADNESSRS10","FXM60010TA","MAD ANGLES RS.10 TOMATO_FXM60010TA","B29NOV25","29/11/2025","28/05/2026","KG","0.3840","0.0000","10.0000","102.8580","92.1608","10.6972","4.6080","96.7688","21069099","I/25-26/055154","","15/12/2025","347SD250068","ICE CREAM WORD","Retail","Grocery","Retail Class A","180601575655","WMUM-FC-149370","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"05 CONFECTIONARY","STICKS","CM CHOCOSTICKS460G","FC4676W","SUNFEAST FANTASTIK 360G (40 ST) PR_FC4676W","JSC191025-2-133156","23/10/2025","16/07/2026","KG","0.3600","0.0000","178.0000","153.5045","151.8160","1.6885","7.5908","159.4068","19053290","I/25-26/055154","","15/12/2025","347SD250068","ICE CREAM WORD","Retail","Grocery","Retail Class A","180601575655","WMUM-FC-149370","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"22 NOODLES","MAGIC MASALA","MAGIC MASALA 67","FN1290A","YIPPEE MAGIC MASALA NOODLES 408G_FN1290A","G04SEP25","04/09/2025","01/06/2026","KG","0.8160","0.0000","90.0000","147.6012","147.6012","0.0000","7.3800","154.9812","19023010","I/25-26/055154","","15/12/2025","347SD250068","ICE CREAM WORD","Retail","Grocery","Retail Class A","180601575655","WMUM-FC-149370","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"22 NOODLES","MAGIC MASALA","MAGICMASALA90","FN1215TG","YIPPEE MAGICMSLNODLES72.6GSPRINKPR_FN1215TG","D22NOV25-1-123201133","22/11/2025","19/08/2026","KG","0.8712","0.0000","15.0000","157.4784","149.6040","7.8744","7.4802","157.0842","19023010","I/25-26/055154","","15/12/2025","347SD250068","ICE CREAM WORD","Retail","Grocery","Retail Class A","180601575655","WMUM-FC-149370","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"22 NOODLES","MAGIC MASALA","MAGICMASALAMRP40","FN1260","YIPPEE MAGIC MASALA NOODLES 280G_FN1260","D28JUL25","28/07/2025","24/04/2026","KG","0.2800","0.0000","60.0000","49.3007","49.3007","0.0000","2.4650","51.7657","19023010","I/25-26/055154","","15/12/2025","347SD250068","ICE CREAM WORD","Retail","Grocery","Retail Class A","180601575655","WMUM-FC-149370","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"22 NOODLES","MAGIC MASALA","MAGICMASALAMRP40","FN1260A","YIPPEE MAGIC MASALA NOODLES 272G_FN1260A","G02SEP25","02/09/2025","30/05/2026","KG","0.2720","0.0000","60.0000","49.3006","49.3006","0.0000","2.4650","51.7656","19023010","I/25-26/055154","","15/12/2025","347SD250068","ICE CREAM WORD","Retail","Grocery","Retail Class A","180601575655","WMUM-FC-149370","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"22 NOODLES","MAGIC MASALA","MAGICMASALARS10","FN1212TGB","YIPPEE MAGIC MASALA NOODLES51.2GLP_FN1212TGB","A09NOV25","09/11/2025","06/08/2026","KG","0.6144","0.0000","10.0000","104.9880","99.7380","5.2500","4.9870","104.7250","19023010","I/25-26/055154","","15/12/2025","347SD250068","ICE CREAM WORD","Retail","Grocery","Retail Class A","180601575655","WMUM-FC-149370","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"50 BREAKFAST CEREALS","BESAN","AS BESAN 500G","FBCBE0500WD","AASHIRVAAD BESAN 500G WEST - MP&GJ_FBCBE0500WD","30B021225","03/12/2025","01/05/2026","KG","3.0000","0.0000","85.0000","294.7200","258.1746","36.5454","12.9088","271.0834","11061090","I/25-26/055154","","15/12/2025","347SD250068","ICE CREAM WORD","Retail","Grocery","Retail Class A","180601575655","WMUM-FC-149370","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
